EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,refined_Activity
59348,C06599_r1,2025-01-10 11:59:01,Approve application,2,130,20.0,Manager,Approve application
59349,C06599_r0,2025-01-10 11:59:01,Complete process,0,0,0.0,System,Complete process
59350,C06599_r2,2025-01-10 11:59:02,Approve application,2,130,20.0,Manager,Approve application
59351,C06599_r1,2025-01-10 11:59:02,Complete process,0,0,0.0,System,Complete process
59352,C06599_r2,2025-01-10 11:59:03,Complete process,0,0,0.0,System,Complete process
59353,C06601_r0,2025-01-10 12:00:00,Start process,5,10,10.0,System,Start process
59354,C06601_r1,2025-01-10 12:00:01,Start process,5,10,10.0,System,Start process
59355,C06601_r2,2025-01-10 12:00:02,Start process,5,10,10.0,System,Start process
59356,C06601_r0,2025-01-10 12:01:00,Check document,2,120,30.0,Clerk,Check document
59357,C06601_r1,2025-01-10 12:01:01,Check document,2,120,30.0,Clerk,Check document
59358,C06601_r2,2025-01-10 12:01:02,Check document,2,120,30.0,Clerk,Check document
59359,C06601_r0,2025-01-10 12:02:00,Submit application,3,133,53.0,Clerk,Submit application
59360,C06602_r0,2025-01-10 12:02:00,Start process,5,10,10.0,System,Start process
59361,C06601_r1,2025-01-10 12:02:01,Submit application,3,133,53.0,Clerk,Submit application
59362,C06601_r0,2025-01-10 12:02:01,Review submission,8,850,100.0,Reviewer,Review submission
59363,C06602_r1,2025-01-10 12:02:01,Start process,5,10,10.0,System,Start process
59364,C06601_r1,2025-01-10 12:02:02,Review submission,8,850,100.0,Reviewer,Review submission
59365,C06602_r2,2025-01-10 12:02:02,Start process,5,10,10.0,System,Start process
59366,C06601_r2,2025-01-10 12:02:02,Submit application,3,133,53.0,Clerk,Submit application
59367,C06601_r2,2025-01-10 12:02:03,Review submission,8,850,100.0,Reviewer,Review submission
59368,C06602_r0,2025-01-10 12:03:00,Check document,2,120,30.0,Clerk,Check document
59369,C06601_r0,2025-01-10 12:03:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59370,C06601_r0,2025-01-10 12:03:01,Revise document,8,932,182.0,Supervisor,Revise document
59371,C06601_r1,2025-01-10 12:03:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59372,C06602_r1,2025-01-10 12:03:01,Check document,2,120,30.0,Clerk,Check document
59373,C06602_r2,2025-01-10 12:03:02,Check document,2,120,30.0,Clerk,Check document
59374,C06601_r1,2025-01-10 12:03:02,Revise document,8,932,182.0,Supervisor,Revise document
59375,C06601_r2,2025-01-10 12:03:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59376,C06601_r0,2025-01-10 12:03:02,Submit application,12,2214,207.3,Supervisor,Submit application
59377,C06601_r1,2025-01-10 12:03:03,Submit application,10,9548,189.7,Senior Analyst,Submit application
59378,C06601_r2,2025-01-10 12:03:03,Revise document,8,932,182.0,Supervisor,Revise document
59379,C06601_r0,2025-01-10 12:03:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59381,C06601_r2,2025-01-10 12:03:04,Submit application,11,1014,245.7,Supervisor,Submit application
59382,C06601_r1,2025-01-10 12:03:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59380,C06601_r0,2025-01-10 12:03:04,Complete process,0,0,0.0,System,Complete process
59383,C06601_r1,2025-01-10 12:03:05,Complete process,0,0,0.0,System,Complete process
59384,C06601_r2,2025-01-10 12:03:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59385,C06601_r2,2025-01-10 12:03:06,Complete process,0,0,0.0,System,Complete process
59386,C06602_r0,2025-01-10 12:04:00,Submit application,1,91,32.0,Clerk,Submit application
59387,C06603_r0,2025-01-10 12:04:00,Start process,5,10,10.0,System,Start process
59390,C06602_r0,2025-01-10 12:04:01,Review submission,8,850,100.0,Reviewer,Review submission
59388,C06603_r1,2025-01-10 12:04:01,Start process,5,10,10.0,System,Start process
59389,C06602_r1,2025-01-10 12:04:01,Submit application,1,91,32.0,Clerk,Submit application
59391,C06603_r2,2025-01-10 12:04:02,Start process,5,10,10.0,System,Start process
59392,C06602_r1,2025-01-10 12:04:02,Review submission,8,850,100.0,Reviewer,Review submission
59393,C06602_r2,2025-01-10 12:04:02,Submit application,1,91,32.0,Clerk,Submit application
59394,C06602_r2,2025-01-10 12:04:03,Review submission,8,850,100.0,Reviewer,Review submission
59395,C06603_r0,2025-01-10 12:05:00,Check document,2,120,30.0,Clerk,Check document
59396,C06602_r0,2025-01-10 12:05:00,Approve application,2,130,20.0,Manager,Approve application
59397,C06602_r1,2025-01-10 12:05:01,Approve application,2,130,20.0,Manager,Approve application
59398,C06602_r0,2025-01-10 12:05:01,Complete process,0,0,0.0,System,Complete process
59399,C06603_r1,2025-01-10 12:05:01,Check document,2,120,30.0,Clerk,Check document
59400,C06602_r1,2025-01-10 12:05:02,Complete process,0,0,0.0,System,Complete process
59401,C06603_r2,2025-01-10 12:05:02,Check document,2,120,30.0,Clerk,Check document
59402,C06602_r2,2025-01-10 12:05:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59403,C06602_r2,2025-01-10 12:05:03,Revise document,8,932,182.0,Supervisor,Revise document
59404,C06602_r2,2025-01-10 12:05:04,Submit application,9,9622,230.0,Senior Analyst,Submit application
59405,C06602_r2,2025-01-10 12:05:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59406,C06602_r2,2025-01-10 12:05:06,Complete process,0,0,0.0,System,Complete process
59407,C06603_r0,2025-01-10 12:06:00,Submit application,3,127,57.0,Clerk,Submit application
59408,C06604_r0,2025-01-10 12:06:00,Start process,5,10,10.0,System,Start process
59409,C06604_r1,2025-01-10 12:06:01,Start process,5,10,10.0,System,Start process
59410,C06603_r1,2025-01-10 12:06:01,Submit application,3,127,57.0,Clerk,Submit application
59411,C06603_r0,2025-01-10 12:06:01,Review submission,8,850,100.0,Reviewer,Review submission
59412,C06604_r2,2025-01-10 12:06:02,Start process,5,10,10.0,System,Start process
59413,C06603_r1,2025-01-10 12:06:02,Review submission,8,850,100.0,Reviewer,Review submission
59414,C06603_r2,2025-01-10 12:06:02,Submit application,3,127,57.0,Clerk,Submit application
59415,C06603_r2,2025-01-10 12:06:03,Review submission,8,850,100.0,Reviewer,Review submission
59416,C06604_r0,2025-01-10 12:07:00,Check document,2,120,30.0,Clerk,Check document
59417,C06603_r0,2025-01-10 12:07:00,Approve application,2,130,20.0,Manager,Approve application
59418,C06603_r1,2025-01-10 12:07:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59419,C06604_r1,2025-01-10 12:07:01,Check document,2,120,30.0,Clerk,Check document
59420,C06603_r0,2025-01-10 12:07:01,Complete process,0,0,0.0,System,Complete process
59421,C06603_r2,2025-01-10 12:07:02,Approve application,2,130,20.0,Manager,Approve application
59422,C06603_r1,2025-01-10 12:07:02,Revise document,8,932,182.0,Supervisor,Revise document
59423,C06604_r2,2025-01-10 12:07:02,Check document,2,120,30.0,Clerk,Check document
59424,C06603_r2,2025-01-10 12:07:03,Complete process,0,0,0.0,System,Complete process
59425,C06603_r1,2025-01-10 12:07:03,Submit application,12,4185,225.8,Supervisor,Submit application
59426,C06603_r1,2025-01-10 12:07:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59427,C06603_r1,2025-01-10 12:07:05,Complete process,0,0,0.0,System,Complete process
59428,C06604_r0,2025-01-10 12:08:00,Submit application,3,90,43.0,Clerk,Submit application
59429,C06605_r0,2025-01-10 12:08:00,Start process,5,10,10.0,System,Start process
59432,C06604_r0,2025-01-10 12:08:01,Review submission,8,850,100.0,Reviewer,Review submission
59430,C06604_r1,2025-01-10 12:08:01,Submit application,3,90,43.0,Clerk,Submit application
59431,C06605_r1,2025-01-10 12:08:01,Start process,5,10,10.0,System,Start process
59433,C06604_r2,2025-01-10 12:08:02,Submit application,3,90,43.0,Clerk,Submit application
59434,C06605_r2,2025-01-10 12:08:02,Start process,5,10,10.0,System,Start process
59435,C06604_r1,2025-01-10 12:08:02,Review submission,8,850,100.0,Reviewer,Review submission
59436,C06604_r2,2025-01-10 12:08:03,Review submission,8,850,100.0,Reviewer,Review submission
59437,C06604_r0,2025-01-10 12:09:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59438,C06605_r0,2025-01-10 12:09:00,Check document,2,120,30.0,Clerk,Check document
59439,C06604_r0,2025-01-10 12:09:01,Revise document,8,932,182.0,Supervisor,Revise document
59440,C06604_r1,2025-01-10 12:09:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59441,C06605_r1,2025-01-10 12:09:01,Check document,2,120,30.0,Clerk,Check document
59442,C06605_r2,2025-01-10 12:09:02,Check document,2,120,30.0,Clerk,Check document
59443,C06604_r0,2025-01-10 12:09:02,Submit application,9,5574,225.8,Supervisor,Submit application
59444,C06604_r1,2025-01-10 12:09:02,Revise document,8,932,182.0,Supervisor,Revise document
59445,C06604_r2,2025-01-10 12:09:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59446,C06604_r2,2025-01-10 12:09:03,Revise document,8,932,182.0,Supervisor,Revise document
59447,C06604_r0,2025-01-10 12:09:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59448,C06604_r1,2025-01-10 12:09:03,Submit application,9,4967,192.8,Senior Analyst,Submit application
59451,C06604_r2,2025-01-10 12:09:04,Submit application,12,8327,238.7,Senior Analyst,Submit application
59449,C06604_r0,2025-01-10 12:09:04,Complete process,0,0,0.0,System,Complete process
59450,C06604_r1,2025-01-10 12:09:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59452,C06604_r2,2025-01-10 12:09:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59453,C06604_r1,2025-01-10 12:09:05,Complete process,0,0,0.0,System,Complete process
59454,C06604_r2,2025-01-10 12:09:06,Complete process,0,0,0.0,System,Complete process
59455,C06605_r0,2025-01-10 12:10:00,Submit application,1,114,36.0,Clerk,Submit application
59456,C06606_r0,2025-01-10 12:10:00,Start process,5,10,10.0,System,Start process
59458,C06605_r1,2025-01-10 12:10:01,Submit application,1,114,36.0,Clerk,Submit application
59459,C06605_r0,2025-01-10 12:10:01,Review submission,8,850,100.0,Reviewer,Review submission
59457,C06606_r1,2025-01-10 12:10:01,Start process,5,10,10.0,System,Start process
59461,C06605_r1,2025-01-10 12:10:02,Review submission,8,850,100.0,Reviewer,Review submission
59462,C06605_r2,2025-01-10 12:10:02,Submit application,1,114,36.0,Clerk,Submit application
59460,C06606_r2,2025-01-10 12:10:02,Start process,5,10,10.0,System,Start process
59463,C06605_r2,2025-01-10 12:10:03,Review submission,8,850,100.0,Reviewer,Review submission
59464,C06606_r0,2025-01-10 12:11:00,Check document,2,120,30.0,Clerk,Check document
59465,C06605_r0,2025-01-10 12:11:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59466,C06606_r1,2025-01-10 12:11:01,Check document,2,120,30.0,Clerk,Check document
59467,C06605_r1,2025-01-10 12:11:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59468,C06605_r0,2025-01-10 12:11:01,Revise document,8,932,182.0,Supervisor,Revise document
59470,C06605_r2,2025-01-10 12:11:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59469,C06606_r2,2025-01-10 12:11:02,Check document,2,120,30.0,Clerk,Check document
59472,C06605_r0,2025-01-10 12:11:02,Submit application,10,2496,231.5,Senior Analyst,Submit application
59471,C06605_r1,2025-01-10 12:11:02,Revise document,8,932,182.0,Supervisor,Revise document
59473,C06605_r2,2025-01-10 12:11:03,Revise document,8,932,182.0,Supervisor,Revise document
59474,C06605_r1,2025-01-10 12:11:03,Submit application,12,3863,216.1,Senior Analyst,Submit application
59475,C06605_r0,2025-01-10 12:11:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59476,C06605_r0,2025-01-10 12:11:04,Complete process,0,0,0.0,System,Complete process
59477,C06605_r2,2025-01-10 12:11:04,Submit application,8,2526,200.3,Supervisor,Submit application
59478,C06605_r1,2025-01-10 12:11:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59479,C06605_r2,2025-01-10 12:11:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59480,C06605_r1,2025-01-10 12:11:05,Complete process,0,0,0.0,System,Complete process
59481,C06605_r2,2025-01-10 12:11:06,Complete process,0,0,0.0,System,Complete process
59482,C06606_r0,2025-01-10 12:12:00,Submit application,3,97,35.0,Clerk,Submit application
59483,C06607_r0,2025-01-10 12:12:00,Start process,5,10,10.0,System,Start process
59484,C06607_r1,2025-01-10 12:12:01,Start process,5,10,10.0,System,Start process
59485,C06606_r0,2025-01-10 12:12:01,Review submission,8,850,100.0,Reviewer,Review submission
59486,C06606_r1,2025-01-10 12:12:01,Submit application,3,97,35.0,Clerk,Submit application
59487,C06606_r1,2025-01-10 12:12:02,Review submission,8,850,100.0,Reviewer,Review submission
59488,C06607_r2,2025-01-10 12:12:02,Start process,5,10,10.0,System,Start process
59489,C06606_r2,2025-01-10 12:12:02,Submit application,3,97,35.0,Clerk,Submit application
59490,C06606_r2,2025-01-10 12:12:03,Review submission,8,850,100.0,Reviewer,Review submission
59491,C06607_r0,2025-01-10 12:13:00,Check document,2,120,30.0,Clerk,Check document
59492,C06606_r0,2025-01-10 12:13:00,Approve application,2,130,20.0,Manager,Approve application
59493,C06607_r1,2025-01-10 12:13:01,Check document,2,120,30.0,Clerk,Check document
59494,C06606_r1,2025-01-10 12:13:01,Approve application,2,130,20.0,Manager,Approve application
59495,C06606_r0,2025-01-10 12:13:01,Complete process,0,0,0.0,System,Complete process
59496,C06606_r1,2025-01-10 12:13:02,Complete process,0,0,0.0,System,Complete process
59497,C06607_r2,2025-01-10 12:13:02,Check document,2,120,30.0,Clerk,Check document
59498,C06606_r2,2025-01-10 12:13:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59499,C06606_r2,2025-01-10 12:13:03,Revise document,8,932,182.0,Supervisor,Revise document
59500,C06606_r2,2025-01-10 12:13:04,Submit application,8,2249,209.0,Senior Analyst,Submit application
59501,C06606_r2,2025-01-10 12:13:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59502,C06606_r2,2025-01-10 12:13:06,Complete process,0,0,0.0,System,Complete process
59503,C06607_r0,2025-01-10 12:14:00,Submit application,1,144,35.0,Clerk,Submit application
59504,C06607_r1,2025-01-10 12:14:01,Submit application,1,144,35.0,Clerk,Submit application
59505,C06607_r0,2025-01-10 12:14:01,Review submission,8,850,100.0,Reviewer,Review submission
59506,C06607_r2,2025-01-10 12:14:02,Submit application,1,144,35.0,Clerk,Submit application
59507,C06607_r1,2025-01-10 12:14:02,Review submission,8,850,100.0,Reviewer,Review submission
59508,C06607_r2,2025-01-10 12:14:03,Review submission,8,850,100.0,Reviewer,Review submission
59509,C06607_r0,2025-01-10 12:15:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59510,C06607_r0,2025-01-10 12:15:01,Revise document,8,932,182.0,Supervisor,Revise document
59511,C06607_r1,2025-01-10 12:15:01,Approve application,2,130,20.0,Manager,Approve application
59512,C06607_r1,2025-01-10 12:15:02,Complete process,0,0,0.0,System,Complete process
59513,C06607_r0,2025-01-10 12:15:02,Submit application,9,7974,204.9,Senior Analyst,Submit application
59514,C06607_r2,2025-01-10 12:15:02,Approve application,2,130,20.0,Manager,Approve application
59515,C06607_r0,2025-01-10 12:15:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59516,C06607_r2,2025-01-10 12:15:03,Complete process,0,0,0.0,System,Complete process
59517,C06607_r0,2025-01-10 12:15:04,Complete process,0,0,0.0,System,Complete process
59518,C06613_r0,2025-01-10 12:24:00,Start process,5,10,10.0,System,Start process
59519,C06613_r1,2025-01-10 12:24:01,Start process,5,10,10.0,System,Start process
59520,C06613_r2,2025-01-10 12:24:02,Start process,5,10,10.0,System,Start process
59521,C06613_r0,2025-01-10 12:25:00,Check document,2,120,30.0,Clerk,Check document
59522,C06613_r1,2025-01-10 12:25:01,Check document,2,120,30.0,Clerk,Check document
59523,C06613_r2,2025-01-10 12:25:02,Check document,2,120,30.0,Clerk,Check document
59524,C06614_r0,2025-01-10 12:26:00,Start process,5,10,10.0,System,Start process
59525,C06613_r0,2025-01-10 12:26:00,Submit application,3,93,58.0,Junior Staff,Submit application
59526,C06613_r1,2025-01-10 12:26:01,Submit application,3,93,58.0,Junior Staff,Submit application
59527,C06613_r0,2025-01-10 12:26:01,Review submission,8,850,100.0,Reviewer,Review submission
59528,C06614_r1,2025-01-10 12:26:01,Start process,5,10,10.0,System,Start process
59529,C06614_r2,2025-01-10 12:26:02,Start process,5,10,10.0,System,Start process
59530,C06613_r2,2025-01-10 12:26:02,Submit application,3,93,58.0,Junior Staff,Submit application
59531,C06613_r1,2025-01-10 12:26:02,Review submission,8,850,100.0,Reviewer,Review submission
59532,C06613_r2,2025-01-10 12:26:03,Review submission,8,850,100.0,Reviewer,Review submission
59533,C06614_r0,2025-01-10 12:27:00,Check document,2,120,30.0,Clerk,Check document
59534,C06613_r0,2025-01-10 12:27:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59535,C06614_r1,2025-01-10 12:27:01,Check document,2,120,30.0,Clerk,Check document
59536,C06613_r1,2025-01-10 12:27:01,Disapprove application,2,130,20.0,review_board,Disapprove application
